0	Archi_della_Marina	Ponti_della_provincia_di_Catania|Ponti_ferroviari_d'Italia		2632635
0	Lista_dei_ponti_di_Venezia	Ponti_di_Venezia		3373028
0	Passerella_dell'Isolotto	Ponti_di_Firenze		545675
0	Pont_Saint-Martin	Ponti_della_Valle_d'Aosta		3292071
0	Ponte_Aleardi	Ponti_di_Verona		1279708
0	Ponte_Amerigo_Vespucci	Ponti_di_Firenze		466923
0	Ponte_Azzone_Visconti	Ponti_della_provincia_di_Lecco		2332158
0	Ponte_Bisantis	Ponti_di_Catanzaro|Ponti_stradali_in_Italia		343277
0	Ponte_Cadore	Ponti_della_provincia_di_Belluno		781719
0	Ponte_Capodarso	Ponti_della_provincia_di_Caltanissetta|Ponti_della_provincia_di_Enna		1951070
0	Ponte_Carpanini	Ponti_di_Torino		2379744
0	Ponte_Catena	Ponti_di_Verona		1275161
0	Ponte_Cavour	Ponti_di_Roma		3142769
0	Ponte_Cestio	Ponti_antichi_di_Roma|Ponti_di_Roma		80654
0	Ponte_Cittadella	Ponti_della_provincia_di_Alessandria		4678019
0	Ponte_Coperto_di_Pavia	Ponti_di_Pavia		85153
0	Ponte_Costanzo	Ponti_della_provincia_di_Ragusa|Ponti_stradali_in_Italia		2580561
0	Ponte_Diga_Chievo	Ponti_di_Verona		2973249
0	Ponte_Duca_d'Aosta	Ponti_di_Roma		41106
0	Ponte_Fabio_Massimo	Ponti_della_provincia_di_Benevento		2439882
0	Ponte_Fabricio	Ponti_antichi_di_Roma|Ponti_di_Roma		80651
0	Ponte_Filippo_Maria_Visconti	Ponti_della_Liguria		2328829
0	Ponte_Flaminio	Ponti_di_Roma		1666426
0	Ponte_Garibaldi_(Roma)	Ponti_di_Roma		3148751
0	Ponte_Garibaldi_(Verona)	Ponti_di_Verona		1275594
0	Ponte_Giacomo_Matteotti	Ponti_di_Roma		3141495
0	Ponte_Giorgini	Ponti_della_provincia_di_Grosseto		2569413
0	Ponte_Giovanni_da_Verrazzano	Ponti_di_Firenze		875842
0	Ponte_Girevole	Ponti_di_Taranto		99720
0	Ponte_Giulio	Ponti_del_Friuli-Venezia_Giulia		2137906
0	Ponte_Giuseppe_Mazzini	Ponti_di_Roma		3143430
0	Ponte_Gobbo	Ponti_della_provincia_di_Piacenza		901719
0	Ponte_Guerrieri	Ponti_della_provincia_di_Ragusa|Ponti_stradali_in_Italia		2580542
0	Ponte_Guglielmo_Marconi	Ponti_di_Roma		3145184
0	Ponte_Leopoldo_II	Ponti_della_provincia_di_Prato		2135415
0	Ponte_Leproso	Ponti_di_Benevento		223868
0	Ponte_Maggiore_(Ascoli_Piceno)	Ponti_di_Ascoli_Piceno		1522240
0	Ponte_Mammolo_(ponte)	Ponti_antichi_di_Roma|Ponti_di_Roma		1941448
0	Ponte_Maria_Cristina	Ponti_della_provincia_di_Benevento		2508214
0	Ponte_Maria_Teresa	Ponti_di_Torino		3316075
0	Ponte_Milvio	Ponti_antichi_di_Roma|Ponti_di_Roma		881543
0	Ponte_Morandi	Ponti_di_Genova		2863226
0	Ponte_Morandi_(Toscana)	Ponti_della_provincia_di_Lucca		1849751
0	Ponte_Mosca	Ponti_di_Torino		2078708
0	Ponte_Navi	Ponti_di_Verona		1276002
0	Ponte_Neroniano	Ponti_antichi_di_Roma		80660
0	Ponte_Nomentano	Ponti_antichi_di_Roma|Ponti_di_Roma		1901119
0	Ponte_Nuovo_(Ascoli_Piceno)	Ponti_di_Ascoli_Piceno		1510109
0	Ponte_Nuovo_(Ragusa)	Ponti_di_Ragusa		2580408
0	Ponte_Nuovo_(Verona)	Ponti_di_Verona		1276380
0	Ponte_Nuovo_sull'Arno	Ponti_della_provincia_di_Firenze		3858063
0	Ponte_Palatino	Ponti_di_Roma		3143433
0	Ponte_Papa_Giovanni_XXIII	Ponti_di_Ragusa		2581787
0	Ponte_Pietra	Ponti_di_Verona		243583
0	Ponte_Pietro_Nenni	Ponti_di_Roma		3141537
0	Ponte_Postumio	Ponti_di_Verona		1277726
0	Ponte_Principe_Amedeo_Savoia_Aosta	Ponti_di_Roma		1905354
0	Ponte_Punta_Penna_Pizzone	Ponti_di_Taranto		110121
0	Ponte_Real_Ferdinando_sul_Garigliano	Ponti_del_Lazio|Ponti_della_Campania|Ponti_della_provincia_di_Latina		770501
0	Ponte_Regina_Margherita	Ponti_di_Roma		3142469
0	Ponte_Regina_Margherita_(Torino)	Ponti_di_Torino		4374717
0	Ponte_Romano_di_Solestà	Ponti_di_Ascoli_Piceno		1510093
0	Ponte_Rosello	Ponti_della_Sardegna		1758448
0	Ponte_Rosso_(Albenga)	Ponti_della_Liguria		3409955
0	Ponte_Rosso_(Firenze)	Ponti_di_Firenze		1080335
0	Ponte_Rosso_(Voghera)	Ponti_della_provincia_di_Pavia		1116783
0	Ponte_Rotto	Ponti_antichi_di_Roma		80641
0	Ponte_Salario	Ponti_di_Roma		3138840
0	Ponte_San_Francesco	Ponti_di_Verona		1277031
0	Ponte_San_Ludovico	Ponti_della_Liguria		2660107
0	Ponte_San_Michele	Ponti_della_provincia_di_Bergamo|Ponti_della_provincia_di_Lecco|Ponti_ferroviari_d'Italia|Ponti_stradali_in_Italia		441923
0	Ponte_San_Paolo	Ponti_di_Roma		3144010
0	Ponte_Sant'Angelo	Ponti_antichi_di_Roma|Ponti_di_Roma		80665
0	Ponte_Santa_Trinita	Ponti_di_Firenze		410712
0	Ponte_Sisto	Ponti_di_Roma		80659
0	Ponte_Solferino	Ponti_di_Pisa		901245
0	Ponte_Sublicio	Ponti_antichi_di_Roma|Ponti_di_Roma		80640
0	Ponte_Tazio	Ponti_di_Roma		2692772
0	Ponte_Testaccio	Ponti_di_Roma		3137484
0	Ponte_Tor_Boacciana	Ponti_di_Roma		3145288
0	Ponte_Tor_di_Quinto	Ponti_di_Roma		3141244
0	Ponte_Tufillo	Ponti_di_Ascoli_Piceno		1510132
0	Ponte_Umberto_I	Ponti_di_Roma		3143418
0	Ponte_Umberto_I_(Torino)	Ponti_di_Torino		3324744
0	Ponte_Unità_d'Italia	Ponti_di_Verona		4452418
0	Ponte_Valentino	Ponti_di_Benevento		2241204
0	Ponte_Valgadena	Ponti_della_Provincia_di_Vicenza		1465552
0	Ponte_Vanvitelli	Ponti_di_Benevento		2240226
0	Ponte_Vecchio	Ponti_di_Firenze		94006
0	Ponte_Vecchio_(Bassano_del_Grappa)	Ponti_della_Provincia_di_Vicenza		1637894
0	Ponte_Vecchio_(Ragusa)	Ponti_di_Ragusa		2579299
0	Ponte_Vittorio_Emanuele_I	Ponti_di_Torino		3313841
0	Ponte_Vittorio_Emanuele_II	Ponti_di_Roma		3137034
0	Ponte_a_Sieve	Ponti_della_provincia_di_Firenze		2497904
0	Ponte_acquedotto_di_Grand_Arvou	Ponti_della_Valle_d'Aosta		4060094
0	Ponte_acquedotto_di_Pont_d'Aël	Ponti_della_Valle_d'Aosta		3718652
0	Ponte_all'Indiano	Ponti_di_Firenze		414511
0	Ponte_alla_Carraia	Ponti_di_Firenze		401992
0	Ponte_alla_Vittoria	Ponti_di_Firenze		415981
0	Ponte_alle_Grazie	Ponti_di_Firenze		397374
0	Ponte_d'Arena	Ponti_di_Monza		2278746
0	Ponte_degli_Scalzi	Ponti_di_Venezia		174113
0	Ponte_dei_Bareteri	Ponti_di_Venezia		3954852
0	Ponte_dei_Leoni	Ponti_di_Monza		2377333
